Name,Type,Phone Number,Website,Types,GPS Coordinates,Address
"The Croft Farm, Great Gaddesden",Retreat center,+44 7545 868785,http://www.thecroftfarmescape.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=10763242045005154370,"Retreat center,Bed & breakfast","51.7976306, -0.5175955999999999","The Croft, Great Gaddesden, Hemel Hempstead HP1 3BP, United Kingdom"
Lotus Ranch Retreat Center,Retreat center,(512) 847-6633,https://lotusranch.org/,Retreat center,"30.005063399999997, -98.159403","525 Fischer Trail, Wimberley, TX 78676"
Under The Canopy Plant Medicine Healing Center,Retreat center,+51 923 674 662,,Retreat center,"-3.2970313, -72.9648208","16100, Peru, 16100, Peru"
42 Acres,Retreat center,+44 7511 209876,http://42acres.com/,"Retreat center,Holiday home,Nature preserve,Organic farm,Wellness program","51.142402999999995, -2.357431","Holt Road, Witham Friary, Frome BA11 5HL, United Kingdom"
Crystal Roots Retreats,Retreat center,+1 519-925-3593,http://www.crystalrootsretreats.com/,Retreat center,"44.155297999999995, -80.18978369999999","605138 River Rd, Horning's Mills, ON L9V 2V4, Canada"
Amethyst Retreat Center,Retreat center,,http://www.amethystretreatcenter.org/,"Retreat center,Community center,Nature preserve","40.46871, -76.97246799999999","44 Buffalo Creek Rd, Duncannon, PA 17020"
Balance For Life Retreat Florida,Retreat center,(954) 947-5888,https://balanceforlifeflorida.com/,"Retreat center,Resort hotel,Wellness program,Weight loss service,Wellness center,Yoga retreat center","26.3159842, -80.0758412","2096 NE 2nd St, Deerfield Beach, FL 33441"
SET & SETTING Retreat - Psychedelisches Psilocybin Retreat,Retreat center,+49 1515 4998051,https://www.setandsetting-retreat.com/,Retreat center,"52.3352739, 4.9348535","Joop Geesinkweg 901-999, 1114 AB Amsterdam, Netherlands"
Casa de la Vida Málaga,Yoga retreat center,+31 6 16314180,https://www.casadelavidamalaga.com/,"Yoga retreat center,Cottage rental,Holiday apartment,Holiday home","36.7492588, -4.6764763","Gibralmora, 21, 29560 Pizarra, Málaga, Spain"
Sacred Sanctuary,Retreat center,(407) 982-0289,https://sacredsanctuaryretreat.com/,"Retreat center,Service establishment","28.481173199999997, -81.3426652",
Rocky Mountain Ecodharma Retreat Center,Retreat center,,https://rmerc.org/,Retreat center,"40.1251835, -105.4635349","8941 Overland Rd, Ward, CO 80481"
INME Wellness Retreats,Retreat center,+39 348 039 4779,http://www.inmewellness.com/,Retreat center,"41.3937844, 2.1518158","Carrer d'Aribau, 177, L'Eixample, 08036 Barcelona, Spain"
Avalon | Holistic Ayahuasca Retreats,Alternative medicine practitioner,+34 649 67 15 61,https://weareavalon.love/,Alternative medicine practitioner,"41.3847721, 2.1682082","Carrer de les Ramelleres, 32, Ciutat Vella, 08001 Barcelona, Spain"
Root Healing - Bwiti Iboga Retreats and Healing,Retreat center,(800) 620-7053,http://roothealing.com/,Retreat center,"38.804333299999996, -9.3802086","R. Particular 6, 2710-624 Sintra, Portugal"
Be Free Retreat Center,Retreat center,,https://www.befreeretreat.com/,Retreat center,"38.7895892, 0.047621199999999995","Partida Cometes, 40, 03750 Pedreguer, Alicante, Spain"
"The Croft Farm, Great Gaddesden",Retreat center,+44 7545 868785,http://www.thecroftfarmescape.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=10763242045005154370,"Retreat center,Bed & breakfast","51.7976306, -0.5175955999999999","The Croft, Great Gaddesden, Hemel Hempstead HP1 3BP, United Kingdom"
42 Acres,Retreat center,+44 7511 209876,http://42acres.com/,"Retreat center,Holiday home,Nature preserve,Organic farm,Wellness program","51.142402999999995, -2.357431","Holt Road, Witham Friary, Frome BA11 5HL, United Kingdom"
SET & SETTING Retreat - Psychedelisches Psilocybin Retreat,Retreat center,+49 1515 4998051,https://www.setandsetting-retreat.com/,Retreat center,"52.3352739, 4.9348535","Joop Geesinkweg 901-999, 1114 AB Amsterdam, Netherlands"
LeSound Retreats - Plant Medicine Retreat Center,Retreat center,(505) 604-2879,http://www.lesoundretreats.com/,Retreat center,"26.1660893, -80.11463599999999","2501 NE 30th St, Fort Lauderdale, FL 33306"
Mai Niti - Ayahuasca & Plant Medicine healing center,Retreat center,,https://www.mainiti.org/,Retreat center,"-8.2713649, -74.6418455","Isla San Francisco, Pucallpa, Peru"
Los Cielos Peru Earth Hospital,Retreat center,(971) 901-6074,http://www.loscielosperu.com/,Retreat center,"-8.2699967, -74.74444989999999","Los americas, 25001, Peru"
Nimea Kaya Ayahuasca Retreat & Healing Center,Retreat center,+51 939 514 865,http://www.nimeakaya.org/,Retreat center,"-8.4172013, -74.5873317","La Florida, Pucallpa 25003, Peru"
mamaOlinda,Retreat center,+44 7931 678884,,Retreat center,"-7.8441078, -74.97518149999999","Camino Pahoyan, Pahoyan 16490, Peru"
PACHAMAMA TEMPLE - AYAHUASCA RETREAT,Retreat center,,https://pachamamatemple.org/,"Retreat center,Alternative medicine practitioner,Community health centre,Psychoanalyst,Psychotherapist","-8.3347157, -74.6061718","AA.HH Pablo Hocking Weeks Mz. A, Lt 7., Pucallpa, Peru"
Ayahuasca Spirit Center,Retreat center,+51 954 937 086,https://ayahuascaspiritcenter.com/,Retreat center,"-8.5240293, -74.39714219999999","FJG3+94Q, Éxito 25000, Peru"
Santuario Huishtin Shamanic Healing Center,Retreat center,+381 63 330209,https://www.santuarioayahuasca.com/,Retreat center,"-8.8132596, -74.7213543","57PH+MFR, Augua Caliente, Peru"
Kene Nete Healing Center,Retreat center,+46 72 535 99 99,https://kenenete.com/,Retreat center,"-7.8438707999999995, -75.0292585","Camino Pahoyan PE, Pahoyan 16490, Peru"
The Campus Of Kairos,Retreat center,+51 929 410 084,https://www.lovekairos.com/,Retreat center,"-9.290208699999999, -75.9377583","9 Caserio Capitan Miguel Arelanno, Luyando, 10131, Peru"
Niwe Rao Xobo,Retreat center,,http://niweraoxobo.com/,Retreat center,"-8.285689399999999, -74.6460677","Peru, Isla San Francisco, 邮政编码: 25000"
Centro Medicinal MokaPari,Retreat center,+51 932 843 313,,"Retreat center,Service establishment","-8.3926571, -74.60066859999999",
Under The Canopy Plant Medicine Healing Center,Retreat center,+51 923 674 662,,Retreat center,"-3.2970313, -72.9648208","16100, Peru, 16100, Peru"
Arkana Spiritual Center : Yucatan,Wellness center,,,Wellness center,"20.8872742, -88.9902992","Carretera, 97540 Izamal, Yuc., Mexico"
Copal Retreat,Yoga retreat center,+1 306-717-5873,http://www.copalretreat.com/,Yoga retreat center,"20.5221196, -87.1897474","Km 85 Carretera Cancun-Tulum, Paamul, 77735 Playa del Carmen, Q.R., Mexico"
BlissEden Ayahuasca Retreat Center Mexico,Retreat center,+52 998 804 7928,https://blisseden.community/,"Retreat center,Alternative medicine practitioner,Holistic medicine practitioner","20.3428237, -87.5680376","Carretera Tulum-Coba, KM 17.5, 77796 Tulum, Q.R., Mexico"
Casa Arkaana,Wellness center,+52 33 1857 7335,http://casaarkaana.com/,Wellness center,"20.369859599999998, -87.3868763","Aldea Coral, 77774 Tulum, Q.R., Mexico"
Aloee Wellness,Wellness center,(888) 303-7098,http://aloeewellness.com/,Wellness center,"20.6247451, -87.0828198","C. 3 Sur con-Av. 40, Centro, 77710 Playa del Carmen, Q.R., Mexico"
Holistic Tikun - Cozumel Retreat & Eco Center,Yoga retreat center,+52 987 117 2693,http://holistictikun.org/,Yoga retreat center,"20.4742851, -86.97061149999999","Calle Zaramullo 6, Huertos Familiares, 77673 Cozumel, Q.R., Mexico"
Healing Retreat,Wellness center,+52 55 2343 8711,https://healinginmexico.com/,"Wellness center,Meditation center,Wellness program","20.9690385, -87.1199798","Ruta de los Cenotes, 77710 Q.R., Mexico"
Lunita Jungle Retreat,Retreat center,+52 984 269 3333,https://www.lunitajungleretreat.com/,"Retreat center,Meditation center,Yoga retreat center","20.871367799999998, -87.0648707","Ruta de los cenotes km 17, 77584 Puerto Morelos, Q.R., Mexico"
Jeela - Mystical Music Retreat,Retreat center,+52 998 158 2192,http://www.jeela.co/,"Retreat center,Service establishment","23.5541269, -102.62049999999999",
Yäan Wellness,Herbal medicine store,+52 984 314 3767,https://yaanhealingsanctuary.com/,"Herbal medicine store,Health spa,Spa","20.137078, -87.463652","Carretera Boca Paila KM 10, Quintana Roo 15, 77760 Tulum, Q.R., Mexico"
Retreats Puerto Morelos,Retreat center,,https://www.ayamadreverde.com/,Retreat center,"20.888941499999998, -87.0913228","Ruta de los cenotes Km 20 Carretera, Quintana Roo Puerto Morelos - Leona Vicario Leona Vicario, 77580 Puerto Morelos, Q.R., Mexico"
Sanctuary Tulum,Alternative medicine practitioner,(323) 612-2024,https://www.sanctuarytulum.com/,Alternative medicine practitioner,"20.2332362, -87.4165392","Carretera Federal Tulum km 230 + 201, 77780 Tulum, Q.R., Mexico"
Bufo Alvarius Sanctuary,Wellness center,+52 984 745 9057,http://bufoalvariussanctuary.com/,"Wellness center,Health resort,Health spa,Hotel","20.2086296, -87.4517517","Av. Coba Sur, 77793 Tulum, Q.R., Mexico"
Xanga Guru,Wellness center,+52 984 144 5217,https://xanga.guru/,Wellness center,"20.693289699999998, -87.0594327","C/O Pueblo Sacbe, Av. Paseos del Mayab 4590, La Guadalupana, 77724 Playa del Carmen, Q.R., Mexico"
One Breath of Yoga,Yoga retreat center,+52 998 577 1940,https://onebreathofyoga.com/,"Yoga retreat center,Yoga studio","20.8644, -86.9087289","C. 2 Nte., Zona Urbana, 77580 Puerto Morelos, Q.R., Mexico"
LeSound Retreats - Plant Medicine Retreat Center,Retreat center,(505) 604-2879,http://www.lesoundretreats.com/,Retreat center,"26.1660893, -80.11463599999999","2501 NE 30th St, Fort Lauderdale, FL 33306"
Arkana Spiritual Center : Yucatan,Wellness center,,,Wellness center,"20.8872742, -88.9902992","Carretera, 97540 Izamal, Yuc., Mexico"
Copal Retreat,Yoga retreat center,+1 306-717-5873,http://www.copalretreat.com/,Yoga retreat center,"20.5221196, -87.1897474","Km 85 Carretera Cancun-Tulum, Paamul, 77735 Playa del Carmen, Q.R., Mexico"
BlissEden Ayahuasca Retreat Center Mexico,Retreat center,+52 998 804 7928,https://blisseden.community/,"Retreat center,Alternative medicine practitioner,Holistic medicine practitioner","20.3428237, -87.5680376","Carretera Tulum-Coba, KM 17.5, 77796 Tulum, Q.R., Mexico"
Casa Arkaana,Wellness center,+52 33 1857 7335,http://casaarkaana.com/,Wellness center,"20.369859599999998, -87.3868763","Aldea Coral, 77774 Tulum, Q.R., Mexico"
Aloee Wellness,Wellness center,(888) 303-7098,http://aloeewellness.com/,Wellness center,"20.6247451, -87.0828198","C. 3 Sur con-Av. 40, Centro, 77710 Playa del Carmen, Q.R., Mexico"
Holistic Tikun - Cozumel Retreat & Eco Center,Yoga retreat center,+52 987 117 2693,http://holistictikun.org/,Yoga retreat center,"20.4742851, -86.97061149999999","Calle Zaramullo 6, Huertos Familiares, 77673 Cozumel, Q.R., Mexico"
Healing Retreat,Wellness center,+52 55 2343 8711,https://healinginmexico.com/,"Wellness center,Meditation center,Wellness program","20.9690385, -87.1199798","Ruta de los Cenotes, 77710 Q.R., Mexico"
Lunita Jungle Retreat,Retreat center,+52 984 269 3333,https://www.lunitajungleretreat.com/,"Retreat center,Meditation center,Yoga retreat center","20.871367799999998, -87.0648707","Ruta de los cenotes km 17, 77584 Puerto Morelos, Q.R., Mexico"
Jeela - Mystical Music Retreat,Retreat center,+52 998 158 2192,http://www.jeela.co/,"Retreat center,Service establishment","23.5541269, -102.62049999999999",
Yäan Wellness,Herbal medicine store,+52 984 314 3767,https://yaanhealingsanctuary.com/,"Herbal medicine store,Health spa,Spa","20.137078, -87.463652","Carretera Boca Paila KM 10, Quintana Roo 15, 77760 Tulum, Q.R., Mexico"
Retreats Puerto Morelos,Retreat center,,https://www.ayamadreverde.com/,Retreat center,"20.888941499999998, -87.0913228","Ruta de los cenotes Km 20 Carretera, Quintana Roo Puerto Morelos - Leona Vicario Leona Vicario, 77580 Puerto Morelos, Q.R., Mexico"
Sanctuary Tulum,Alternative medicine practitioner,(323) 612-2024,https://www.sanctuarytulum.com/,Alternative medicine practitioner,"20.2332362, -87.4165392","Carretera Federal Tulum km 230 + 201, 77780 Tulum, Q.R., Mexico"
Bufo Alvarius Sanctuary,Wellness center,+52 984 745 9057,http://bufoalvariussanctuary.com/,"Wellness center,Health resort,Health spa,Hotel","20.2086296, -87.4517517","Av. Coba Sur, 77793 Tulum, Q.R., Mexico"
Xanga Guru,Wellness center,+52 984 144 5217,https://xanga.guru/,Wellness center,"20.693289699999998, -87.0594327","C/O Pueblo Sacbe, Av. Paseos del Mayab 4590, La Guadalupana, 77724 Playa del Carmen, Q.R., Mexico"
One Breath of Yoga,Yoga retreat center,+52 998 577 1940,https://onebreathofyoga.com/,"Yoga retreat center,Yoga studio","20.8644, -86.9087289","C. 2 Nte., Zona Urbana, 77580 Puerto Morelos, Q.R., Mexico"
LeSound Retreats - Plant Medicine Retreat Center,Retreat center,(505) 604-2879,http://www.lesoundretreats.com/,Retreat center,"26.1660893, -80.11463599999999","2501 NE 30th St, Fort Lauderdale, FL 33306"
Healing Tree Center,Holistic medicine practitioner,+51 993 662 522,https://healingtreeayahuasca.com/,"Holistic medicine practitioner,Alternative medicine practitioner","-13.519205999999999, -71.9766509","Pampa De Castillo 455, Cusco 08000, Peru"
"Michi Hampi - Ayahuasca Healing Community in Pisac, Sacred Valley",Retreat center,+49 1512 2287075,http://www.instagram.com/michihampi,"Retreat center,Alternative medicine practitioner","-13.4034695, -71.831456","CU-112, Písac 08105, Peru"
Anam Cara Retreats,Retreat center,(914) 510-4315,http://anamcarahealingretreats.com/,Retreat center,"-13.3069375, -72.01243749999999","MXVQ+62W, 08120, Peru"
Arkana Spiritual Center : Sacred Valley - Ayahuasca Retreat,Retreat center,+51 924 022 272,http://www.arkanainternational.com/,"Retreat center,Spa","-13.287565599999999, -72.1555758","Carretera a, Maras 08660, Peru"
Novalis - Ayahuasca Retreat,Retreat center,+51 999 492 878,http://www.wearenovalis.com/,"Retreat center,Alternative medicine practitioner,Environmental protection organization,Lodge","-12.5121107, -69.2718192","Jiron Arequipa 281, Puerto Maldonado 17000, Peru"
Ayasana Wasi Healing & Retreats,Retreat center,+51 951 798 579,http://www.ayasanawasi.com/,"Retreat center,Alternative medicine practitioner,Yoga studio","-13.424458099999999, -71.8389772","Tambo de Gozo, Písac 08105, Peru"
Huachuma Wasi,Retreat center,+51 984 029 290,https://www.huachumawasi.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=5897722755299511049,Retreat center,"-13.3114406, -71.9499098","Banderayok, Piste, Calca 08120, Peru"
Willka T'ika Essential Wellness,Wellness center,(888) 737-8070,http://www.willkatika.com/,"Wellness center,Hotel","-13.2952443, -72.13766629999999","Paradero Rumichaka, Urubamba 08660, Peru"
Sacred Valley Tribe - Maha Templo,Retreat center,+51 984 603 603,http://sacredvalleytribe.com/,"Retreat center,Alternative medicine practitioner","-13.471469899999999, -71.81644349999999","Km 24, La Pacha, Ccoscco Ayllu San Salvador, 08150, Peru"
Apu Healing Center,Wellness hotel,+51 943 766 393,http://www.apuhealingcenter.com/,Wellness hotel,"-13.323623999999999, -72.02975459999999","Huycho 08670, Peru"
Sacred Valley Tribe | Ayahuasca-Wasi,Retreat center,+51 984 603 603,http://sacredvalleytribe.com/,Retreat center,"-13.4721803, -71.8172719","Písac 08150, Peru"
Cusco,Alternative medicine practitioner,+51 979 222 268,https://caisae.com/,"Alternative medicine practitioner,Medical clinic,Medical spa","-13.516594999999999, -71.976399","C. Herrajes 148, Cusco 08002, Peru"
Ayaterra Center | Ayahuasca | San Pedro Healing Retreats,Holistic medicine practitioner,+51 950 378 824,https://ayaterracenter.com/,Holistic medicine practitioner,"-13.517434, -71.98060389999999","Garcilaso street #210, Office N°.204-A (2nd Floor, Cusco 08000, Peru"
Etnikas Ayahuasca retreats,Retreat center,+51 900 594 230,http://www.etnikas.com/,"Retreat center,Travel clinic","-13.4965228, -71.7546697","San Salvador 08150, Peru"
Sapan Inka Ayahuasca Retreat Center,Retreat center,+51 984 698 548,http://www.sapaninka.com/,"Retreat center,Psychotherapist","-13.3061431, -72.03064379999999","Calca 08120, Peru"
El Verde (formerly The Green House Peru),Retreat center,+51 941 299 944,http://www.el-verde.com/,Retreat center,"-13.3091039, -72.0260794","Km 56.8 carratera Calca a, Huarán Cusco PE, Peru"
Munay Sonqo Retreat and Yoga Center,Yoga retreat center,+51 973 381 235,http://www.munaysonqo.com/,Yoga retreat center,"-13.3057515, -72.0122629","NRO. 03 SECTOR LLAMACCAYA ROSACABALLERAYOC PARCELA 03, Arin 08120, Peru"
Shamballa Ayahuasca Retreats,Alternative medicine practitioner,+51 968 310 554,,Alternative medicine practitioner,"-13.4212952, -71.8387578","Av Riconada s/n, Písac 08105, Peru"
Portal of Light Perú,Chemistry lab,+51 913 009 103,https://portaloflightperu.com/,"Chemistry lab,Travel agency","-13.512265099999999, -71.9752117","Calle Atoqsaycuchi N° 790 San Blas Atoqsaycuchi, Plazoleta de San Blas, Cusco 08000, Peru"
The Alchemy of Self,Retreat center,+51 916 320 756,http://www.thealchemyofself.info/,Retreat center,"-13.420193399999999, -71.8520652","H4HX+W5F, Písac 08106, Peru"
"Vikaralifestyle: Best Ayahuasca, Surf & Yoga Retreats center",Retreat center,+593 98 527 6690,http://www.vikaralifestyle.com/,"Retreat center,Hotel,Yoga studio","-1.7963691, -80.7594795","C. Rosa Mistica, Olon 241753, Ecuador"
Alma Healing Center - Ayahuasca Retreat Ecuador,Retreat center,+593 98 527 1478,https://almahealingcenter.com/,Retreat center,"-0.2556538, -78.4054086","Via al Ilalo, 170902, Ecuador"
Ayllu Medicina,Retreat center,,http://www.ayllumedicina.com/,Retreat center,"-1.8550904, -80.740819","Frente ALa Gasolinera, Cerro Manglaralto, A La Entrada De Manglaralto, manglaralto 241754, Ecuador"
Hayulima: Ayahuasca and plant medicine retreats,Nature preserve,,http://www.hayulima.com/,"Nature preserve,Youth hostel","-0.09039509999999999, -78.8026072","Via el Cinto - Lloa n⁰7, Mindo 171202, Ecuador"
Awakenings Ayahuasca Retreat Museo Etnográfico Tsáchila / Fitseyah Cabins,Retreat center,+593 98 044 0627,http://awakeningsayahuasca.com/,"Retreat center,Campground,Cottage,Cultural center,Holistic medicine practitioner,Massage spa,Plant nursery,Sauna","-0.32018749999999996, -79.2133125","Santo Domingo, Ecuador"
Sacha Wasi,Retreat center,+593 96 718 2789,https://www.facebook.com/SACHA-WASI-1799711480280118/,"Retreat center,Event venue","-1.6239994, -77.9147869","93GP+C34, Parroquia Tarqui, Ecuador"
LeSound Retreats - Plant Medicine Retreat Center,Retreat center,(505) 604-2879,http://www.lesoundretreats.com/,Retreat center,"26.1660893, -80.11463599999999","2501 NE 30th St, Fort Lauderdale, FL 33306"
Sacha Wasi Ayahuasca Retreat - Ecuador,Retreat center,(305) 942-6378,https://www.sachawasi.org/,Retreat center,"-1.4928811, -77.99980339999999","15 KM Via, Puyo 000000, Ecuador"
Arkana Spiritual Center : Yucatan,Wellness center,,,Wellness center,"20.8872742, -88.9902992","Carretera, 97540 Izamal, Yuc., Mexico"
Copal Retreat,Yoga retreat center,+1 306-717-5873,http://www.copalretreat.com/,Yoga retreat center,"20.5221196, -87.1897474","Km 85 Carretera Cancun-Tulum, Paamul, 77735 Playa del Carmen, Q.R., Mexico"
Casa Arkaana,Wellness center,+52 33 1857 7335,http://casaarkaana.com/,Wellness center,"20.369859599999998, -87.3868763","Aldea Coral, 77774 Tulum, Q.R., Mexico"
BlissEden Ayahuasca Retreat Center Mexico,Retreat center,+52 998 804 7928,https://blisseden.community/,"Retreat center,Alternative medicine practitioner,Holistic medicine practitioner","20.3428237, -87.5680376","Carretera Tulum-Coba, KM 17.5, 77796 Tulum, Q.R., Mexico"
Aloee Wellness,Wellness center,(888) 303-7098,http://aloeewellness.com/,Wellness center,"20.6247451, -87.0828198","C. 3 Sur con-Av. 40, Centro, 77710 Playa del Carmen, Q.R., Mexico"
Holistic Tikun - Cozumel Retreat & Eco Center,Yoga retreat center,+52 987 117 2693,http://holistictikun.org/,Yoga retreat center,"20.4742851, -86.97061149999999","Calle Zaramullo 6, Huertos Familiares, 77673 Cozumel, Q.R., Mexico"
Healing Retreat,Wellness center,+52 55 2343 8711,https://healinginmexico.com/,"Wellness center,Meditation center,Wellness program","20.9690385, -87.1199798","Ruta de los Cenotes, 77710 Q.R., Mexico"
Lunita Jungle Retreat,Retreat center,+52 984 269 3333,https://www.lunitajungleretreat.com/,"Retreat center,Meditation center,Yoga retreat center","20.871367799999998, -87.0648707","Ruta de los cenotes km 17, 77584 Puerto Morelos, Q.R., Mexico"
Jeela - Mystical Music Retreat,Retreat center,+52 998 158 2192,http://www.jeela.co/,"Retreat center,Service establishment","23.5541269, -102.62049999999999",
Yäan Wellness,Herbal medicine store,+52 984 314 3767,https://yaanhealingsanctuary.com/,"Herbal medicine store,Health spa,Spa","20.137078, -87.463652","Carretera Boca Paila KM 10, Quintana Roo 15, 77760 Tulum, Q.R., Mexico"
Retreats Puerto Morelos,Retreat center,,https://www.ayamadreverde.com/,Retreat center,"20.888941499999998, -87.0913228","Ruta de los cenotes Km 20 Carretera, Quintana Roo Puerto Morelos - Leona Vicario Leona Vicario, 77580 Puerto Morelos, Q.R., Mexico"
Sanctuary Tulum,Alternative medicine practitioner,(323) 612-2024,https://www.sanctuarytulum.com/,Alternative medicine practitioner,"20.2332362, -87.4165392","Carretera Federal Tulum km 230 + 201, 77780 Tulum, Q.R., Mexico"
Bufo Alvarius Sanctuary,Wellness center,+52 984 745 9057,http://bufoalvariussanctuary.com/,"Wellness center,Health resort,Health spa,Hotel","20.2086296, -87.4517517","Av. Coba Sur, 77793 Tulum, Q.R., Mexico"
Xanga Guru,Wellness center,+52 984 144 5217,https://xanga.guru/,Wellness center,"20.693289699999998, -87.0594327","C/O Pueblo Sacbe, Av. Paseos del Mayab 4590, La Guadalupana, 77724 Playa del Carmen, Q.R., Mexico"
One Breath of Yoga,Yoga retreat center,+52 998 577 1940,https://onebreathofyoga.com/,"Yoga retreat center,Yoga studio","20.8644, -86.9087289","C. 2 Nte., Zona Urbana, 77580 Puerto Morelos, Q.R., Mexico"
LeSound Retreats - Plant Medicine Retreat Center,Retreat center,(505) 604-2879,http://www.lesoundretreats.com/,Retreat center,"26.1660893, -80.11463599999999","2501 NE 30th St, Fort Lauderdale, FL 33306"
Healing Tree Center,Holistic medicine practitioner,+51 993 662 522,https://healingtreeayahuasca.com/,"Holistic medicine practitioner,Alternative medicine practitioner","-13.519205999999999, -71.9766509","Pampa De Castillo 455, Cusco 08000, Peru"
"Michi Hampi - Ayahuasca Healing Community in Pisac, Sacred Valley",Retreat center,+49 1512 2287075,http://www.instagram.com/michihampi,"Retreat center,Alternative medicine practitioner","-13.4034695, -71.831456","CU-112, Písac 08105, Peru"
Anam Cara Retreats,Retreat center,(914) 510-4315,http://anamcarahealingretreats.com/,Retreat center,"-13.3069375, -72.01243749999999","MXVQ+62W, 08120, Peru"
Arkana Spiritual Center : Sacred Valley - Ayahuasca Retreat,Retreat center,+51 924 022 272,http://www.arkanainternational.com/,"Retreat center,Spa","-13.287565599999999, -72.1555758","Carretera a, Maras 08660, Peru"
Novalis - Ayahuasca Retreat,Retreat center,+51 999 492 878,http://www.wearenovalis.com/,"Retreat center,Alternative medicine practitioner,Environmental protection organization,Lodge","-12.5121107, -69.2718192","Jiron Arequipa 281, Puerto Maldonado 17000, Peru"
Ayasana Wasi Healing & Retreats,Retreat center,+51 951 798 579,http://www.ayasanawasi.com/,"Retreat center,Alternative medicine practitioner,Yoga studio","-13.424458099999999, -71.8389772","Tambo de Gozo, Písac 08105, Peru"
Huachuma Wasi,Retreat center,+51 984 029 290,https://www.huachumawasi.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=5897722755299511049,Retreat center,"-13.3114406, -71.9499098","Banderayok, Piste, Calca 08120, Peru"
Willka T'ika Essential Wellness,Wellness center,(888) 737-8070,http://www.willkatika.com/,"Wellness center,Hotel","-13.2952443, -72.13766629999999","Paradero Rumichaka, Urubamba 08660, Peru"
Sacred Valley Tribe - Maha Templo,Retreat center,+51 984 603 603,http://sacredvalleytribe.com/,"Retreat center,Alternative medicine practitioner","-13.471469899999999, -71.81644349999999","Km 24, La Pacha, Ccoscco Ayllu San Salvador, 08150, Peru"
Apu Healing Center,Wellness hotel,+51 943 766 393,http://www.apuhealingcenter.com/,Wellness hotel,"-13.323623999999999, -72.02975459999999","Huycho 08670, Peru"
Sacred Valley Tribe | Ayahuasca-Wasi,Retreat center,+51 984 603 603,http://sacredvalleytribe.com/,Retreat center,"-13.4721803, -71.8172719","Písac 08150, Peru"
Cusco,Alternative medicine practitioner,+51 979 222 268,https://caisae.com/,"Alternative medicine practitioner,Medical clinic,Medical spa","-13.516594999999999, -71.976399","C. Herrajes 148, Cusco 08002, Peru"
Ayaterra Center | Ayahuasca | San Pedro Healing Retreats,Holistic medicine practitioner,+51 950 378 824,https://ayaterracenter.com/,Holistic medicine practitioner,"-13.517434, -71.98060389999999","Garcilaso street #210, Office N°.204-A (2nd Floor, Cusco 08000, Peru"
Etnikas Ayahuasca retreats,Retreat center,+51 900 594 230,http://www.etnikas.com/,"Retreat center,Travel clinic","-13.4965228, -71.7546697","San Salvador 08150, Peru"
Sapan Inka Ayahuasca Retreat Center,Retreat center,+51 984 698 548,http://www.sapaninka.com/,"Retreat center,Psychotherapist","-13.3061431, -72.03064379999999","Calca 08120, Peru"
El Verde (formerly The Green House Peru),Retreat center,+51 941 299 944,http://www.el-verde.com/,Retreat center,"-13.3091039, -72.0260794","Km 56.8 carratera Calca a, Huarán Cusco PE, Peru"
Munay Sonqo Retreat and Yoga Center,Yoga retreat center,+51 973 381 235,http://www.munaysonqo.com/,Yoga retreat center,"-13.3057515, -72.0122629","NRO. 03 SECTOR LLAMACCAYA ROSACABALLERAYOC PARCELA 03, Arin 08120, Peru"
Shamballa Ayahuasca Retreats,Alternative medicine practitioner,+51 968 310 554,,Alternative medicine practitioner,"-13.4212952, -71.8387578","Av Riconada s/n, Písac 08105, Peru"
Portal of Light Perú,Chemistry lab,+51 913 009 103,https://portaloflightperu.com/,"Chemistry lab,Travel agency","-13.512265099999999, -71.9752117","Calle Atoqsaycuchi N° 790 San Blas Atoqsaycuchi, Plazoleta de San Blas, Cusco 08000, Peru"
The Alchemy of Self,Retreat center,+51 916 320 756,http://www.thealchemyofself.info/,Retreat center,"-13.420193399999999, -71.8520652","H4HX+W5F, Písac 08106, Peru"
Sacred Valley Spiritual Retreats,Retreat Center,(415) 516-2462,http://www.sacredvalleyspiritualretreat.com/,Retreat Center,"41.381354099999996, -122.3873047","815 Carmen Drive, Mt Shasta, CA 96067"
Alexandra Roth- Mensch im Mittelpunkt,Yoga retreat center,+49 170 1646402,http://www.alexandra-roth.com/,"Yoga retreat center,Life coach,Meditation instructor","49.25197, 8.48072","Jahnstraße 87, 68794 Oberhausen-Rheinhausen, Germany"
SET & SETTING Retreat - Psychedelisches Psilocybin Retreat,Retreat center,+49 1515 4998051,https://www.setandsetting-retreat.com/,Retreat center,"52.3352739, 4.9348535","Joop Geesinkweg 901-999, 1114 AB Amsterdam, Netherlands"
Inwardbound Institute (Psilocybin Retreats),Retreat center,+31 20 217 0291,https://inwardbound.nl/,Retreat center,"52.5733514, 4.6515327","Noorderstraat 2, 1901 MT Castricum, Netherlands"
OMMIJ | World's No.1 Ayahuasca Ceremonies and Retreats,Retreat center,,http://www.om-mij.nl/,"Retreat center,Meditation center,Alternative medicine practitioner,Yoga retreat center","51.969024999999995, 6.294517","Paul Krugerlaan 28, 7001 DH Doetinchem, Netherlands"
